label,00:0f:e2:35:c0:d6,00:1d:0f:92:b6:e4,00:25:92:29:eb:9e,14:3d:f2:b9:d5:00,14:3d:f2:b9:d5:03,14:75:90:80:7b:aa,1c:87:2c:cf:8d:28,20:6b:e7:47:c0:4d,28:6c:07:3f:bb:48,28:c6:8e:d6:46:d6,30:b4:9e:8a:07:61,30:fc:68:bf:f0:f9,34:2e:b6:ce:be:d8,34:2e:b6:ce:be:d9,34:2e:b6:ce:be:dc,34:2e:b6:ce:be:dd,34:2e:b6:ce:be:de,34:2e:b6:fe:be:dc,38:83:45:a7:39:e8,3e:a5:81:40:ba:e1,42:23:43:d8:43:ac,42:49:0f:38:58:cc,48:7d:2e:4b:1f:0e,50:2b:73:d8:1d:2e,5c:63:bf:cd:60:fe,6e:e8:5c:e3:cd:35,70:af:6a:71:3b:d5,70:ba:ef:c5:c3:80,70:ba:ef:c5:c3:90,70:ba:ef:c6:03:e0,70:ba:ef:c6:03:f0,70:ba:ef:c6:19:60,70:ba:ef:c6:19:70,70:ba:ef:c6:a6:00,70:ba:ef:c6:a6:10,70:ba:ef:c6:a9:30,70:ba:ef:c6:ab:e0,70:ba:ef:c6:ab:f0,70:ba:ef:c6:b3:c0,70:ba:ef:c6:b3:d0,70:ba:ef:c6:b7:10,70:ba:ef:c6:b8:20,70:ba:ef:c6:b8:30,70:ba:ef:c6:b8:b0,70:ba:ef:c6:bc:10,70:ba:ef:cb:75:80,70:ba:ef:cb:75:90,70:ba:ef:cb:82:20,70:ba:ef:cb:82:30,70:ba:ef:cb:82:c0,70:ba:ef:cb:83:f0,70:ba:ef:cb:c1:80,70:ba:ef:cb:c1:90,70:ba:ef:cb:d9:c0,70:ba:ef:cb:d9:d0,70:ba:ef:cb:da:20,70:ba:ef:cb:da:30,70:ba:ef:cb:dc:d0,70:ba:ef:cb:e4:e0,70:ba:ef:cb:e4:f0,70:ba:ef:cb:e8:40,70:ba:ef:cb:e8:50,74:3a:20:13:41:f0,74:3a:20:13:46:70,74:3a:20:13:76:30,74:3a:20:13:7c:20,74:3a:20:13:7c:30,74:7d:24:ac:56:3c,74:7d:24:ac:56:3d,76:40:bb:75:30:42,76:99:79:c0:a6:16,78:62:56:a4:5e:94,78:62:56:a4:5e:95,78:62:56:a4:5e:98,78:62:56:f4:5e:98,7a:a5:1b:7a:b2:50,80:89:17:62:5e:ee,80:e4:55:b3:52:aa,80:e4:55:b3:52:ab,80:ea:07:29:02:04,82:b5:d2:bf:70:a3,84:1b:5e:e3:b6:00,86:e4:55:b3:52:aa,86:e4:55:b3:52:ab,8c:53:c3:51:2e:9c,8c:a6:df:7e:5a:7f,8c:a6:df:7e:5a:81,92:cd:b6:5b:1e:8f,9c:3d:cf:14:26:21,9c:3d:cf:14:26:22,9c:3d:cf:14:26:23,a4:93:3f:66:55:de,a6:5f:cc:cf:3d:59,a8:6b:7c:d7:74:6c,a8:6b:7c:d7:74:6e,b0:7f:b9:7f:48:53,b0:7f:b9:7f:48:54,b2:28:c7:b8:d3:0a,b6:da:19:28:2c:58,b8:f8:83:ff:66:a4,bc:46:99:df:4a:eb,c2:52:16:0f:7a:b3,c4:36:55:45:f3:19,d0:76:e7:09:06:7b,d2:9e:3b:db:2b:88,d4:6a:6a:50:97:6f,d6:6a:6a:9d:f0:01,dc:72:9b:c9:6d:ce,e0:05:c5:26:3d:86,ec:26:ca:13:7f:0a,f0:10:90:44:7e:60,f0:10:90:44:7e:70,f0:10:90:44:a2:c0,f0:10:90:44:a2:d0,f0:10:90:44:a6:40,f0:10:90:44:a6:50,f2:1b:fc:8e:3a:0b,f4:63:1f:7d:f1:af,f8:9a:78:df:14:90,f8:9a:78:df:14:91,f8:9a:78:df:14:95,f8:d1:11:e6:b4:3c,fc:7c:02:ff:41:c9,fe:7c:02:ef:41:c9
3,0,0,0,0.8551804895244924,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,-0.023762720462731448,0,-0.7585929780292444,-0.3318827997907249,0,0,1.0818135195509349,-1.5451167747732044,0,0,0,0,-0.639948483845275,0,0,0,0,8.223216088388977,0,-0.2800880540502496,0,-1.420966951894873,-1.4455903988876404,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,-0.6872269313815089,0,0,0,0,6.251826921498778,-0.24900702464998534,-0.4661925946294629,0,-1.0081280701253097,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,1.166420130630728,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,2.6468967739423457,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,2.223964017921614,2.120396301721884
3,0,0,0,0.8551804895244924,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,-0.023762720462731448,0,-0.9397442549931071,-0.3318827997907249,0,0,1.5480437164655305,-1.5451167747732044,0,0,0,0,-0.639948483845275,0,0,0,0,8.223216088388977,0,1.9597871404621656,0,-1.1663804759517808,-1.4455903988876404,0,-0.2836981014199736,0,0,-0.9209436550952189,-0.18687010893513137,0,0,0,0,-0.6872269313815089,0,0,0,0,6.251826921498778,-0.24900702464998534,-0.4661925946294629,0,-1.0081280701253097,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,1.166420130630728,0,-0.1516606238307416,0,-0.33150521880414247,0,-0.35581412502724197,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,2.6952773443221507,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,2.223964017921614,2.06544683094276
5,0,0,0,-0.17262321612333098,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,-0.23464533672966667,0,-0.6076335805593592,-0.3318827997907249,0,0,1.2113219075827668,-1.1544105741725874,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,3.719689079007632,0,-0.14803457217941476,-1.4455903988876404,0,-0.2836981014199736,0,0,0.12356430702579278,-0.18687010893513137,0,0,0,0,0.12910314692729513,0,0,0,0,-0.1653994197906982,-0.24900702464998534,-0.4661925946294629,0,-0.6579689895498108,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-0.038710490750798646,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.8405539342789345,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,0.13646826008701365,1.8456489478262623
5,0,0,0,-0.6215489726131845,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,-0.23464533672966667,0,-0.6076335805593592,-0.3318827997907249,0,0,1.1357753478975317,-1.1869694242226383,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,3.586363174572369,0,-0.1833938049492896,-1.4455903988876404,0,-0.2836981014199736,0,0,0.12356430702579278,-0.18687010893513137,0,0,0,0,-0.6872269313815089,0,0,0,0,-0.1653994197906982,-0.24900702464998534,-0.4661925946294629,0,-0.6579689895498108,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-0.038710490750798646,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.8136758396234873,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,0.13646826008701365,1.8456489478262623
5,0,0,0,0.50076541861145,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,-0.23464533672966667,0,-0.6076335805593592,-0.3318827997907249,0,0,0.7580425494713547,-1.3497636744728958,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.9197336523960558,0,-0.36018996879865783,-1.4455903988876404,0,-0.2836981014199736,0,0,0.12356430702579278,-0.18687010893513137,0,0,0,0,-0.6872269313815089,0,0,0,0,-0.1653994197906982,-0.24900702464998534,-0.4661925946294629,0,-0.6579689895498108,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-0.038710490750798646,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.6792853663462521,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,0.13646826008701365,1.8456489478262623
5,0,0,0,0.50076541861145,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,-0.23464533672966667,0,-0.6076335805593592,-0.3318827997907249,0,0,0.7580425494713547,-1.3497636744728958,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.9197336523960558,0,-0.36018996879865783,-1.4455903988876404,0,-0.2836981014199736,0,0,0.12356430702579278,-0.18687010893513137,0,0,0,0,-0.6872269313815089,0,0,0,0,-0.1653994197906982,-0.24900702464998534,-0.4661925946294629,0,-0.6579689895498108,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-0.038710490750798646,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.6792853663462521,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,0.13646826008701365,1.8456489478262623
5,0,0,0,0.50076541861145,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,-0.23464533672966667,0,-0.6076335805593592,-0.3318827997907249,0,0,0.9911576479286525,-1.3497636744728958,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.9197336523960558,0,-0.5299142860940517,-0.9080792776379011,0,-0.2836981014199736,0,0,0.12356430702579278,-0.18687010893513137,0,0,0,0,-0.2034757738651806,0,0,0,0,-0.1653994197906982,-0.24900702464998534,0.22123417718162247,0,-0.6579689895498108,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,0.4505189376919775,0,-0.1516606238307416,0,-0.33150521880414247,0,-0.038710490750798646,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.6792853663462521,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,0.13646826008701365,1.8456489478262623
5,0,0,0,0.50076541861145,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,-0.23464533672966667,0,-0.6076335805593592,-0.3318827997907249,0,0,1.340830295614599,-1.3497636744728958,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.9197336523960558,0,-0.7845007620371439,-0.10181259576329091,0,-0.2836981014199736,0,0,0.12356430702579278,-0.18687010893513137,0,0,0,0,0.5221509624093119,0,0,0,0,-0.1653994197906982,-0.24900702464998534,1.2523743348982506,0,-0.6579689895498108,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,1.8172393969386837,0,-0.1516606238307416,0,-0.33150521880414247,0,-0.038710490750798646,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.6792853663462521,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,0.13646826008701365,1.8456489478262623
7,0,0,0,0.50076541861145,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.046531484959580295,0,-0.7963328273967157,-0.3318827997907249,0,0,1.696978362702137,-0.9590574738722789,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.3864300346550045,0,-0.996656158656387,-1.4455903988876404,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,0.9958239708107165,0,0,0,0,-0.1653994197906982,-0.24900702464998534,1.2523743348982506,0,-0.570429219405936,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.4373825144472288,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,1.3889657147877739,1.8456489478262623
7,0,0,0,0.50076541861145,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.046531484959580295,0,-0.9095523754991296,-0.3318827997907249,0,0,1.729355459710095,-0.9590574738722789,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.9197336523960558,0,-0.996656158656387,-1.4455903988876404,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,1.0059021199256402,0,0,0,0,-0.1653994197906982,-0.24900702464998534,1.2523743348982506,0,-0.570429219405936,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.4373825144472288,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,1.3889657147877739,1.8456489478262623
7,0,0,0,0.50076541861145,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.6631727637770287,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.05824718586329925,0,-0.8214927269750295,-0.3318827997907249,0,0,1.729355459710095,-0.9753368988973051,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.9197336523960558,0,-0.996656158656387,-1.2098399071114392,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,1.0059021199256402,0,0,0,0,-0.1653994197906982,-0.24900702464998534,1.2523743348982506,0,-0.5996091427872272,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.5448948930690172,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,1.3889657147877739,1.8456489478262623
7,0,0,0,0.50076541861145,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.06843164175436295,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.11682569038189204,0,-0.3811944843545314,-0.3318827997907249,0,0,1.729355459710095,-1.0567340240224332,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.9197336523960558,0,-0.996656158656387,-0.031087448230430408,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,1.0059021199256402,0,0,0,0,-0.1653994197906982,-0.24900702464998534,1.2523743348982506,0,-0.7455087596936855,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,2.082456786177958,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,1.3889657147877739,1.8456489478262623
7,0,0,0,-0.8460118508581118,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.06843164175436295,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.10276684929742949,0,-0.3811944843545314,-0.3318827997907249,0,0,1.7034537821037288,-1.0958046440824953,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,2.9730640141701614,0,-0.8693629206848424,-0.031087448230430408,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,1.0059021199256402,0,0,0,0,-0.1653994197906982,-0.24900702464998534,1.2523743348982506,0,-0.7455087596936855,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,2.098583642971226,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,-0.44803055210667386,1.8456489478262623
7,0,0,0,-0.8460118508581118,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.06843164175436295,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.046531484959580295,0,-0.3811944843545314,-0.3318827997907249,0,0,1.5998470716782631,-1.2520871243227416,0,0,0,0,-0.639948483845275,0,0,0,0,-0.15806880680208127,0,3.186385461266581,0,-0.36018996879865783,-0.031087448230430408,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,1.0059021199256402,0,0,0,0,-0.1653994197906982,-0.24900702464998534,1.2523743348982506,0,-0.7455087596936855,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,-0.460628035139161,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,2.163091070144299,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,0.5539674116539337,1.8456489478262623
9,0,0,0,0.2881163760636244,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.11682569038189204,0,-0.456674183089474,-0.3318827997907249,0,0,1.9883722357737592,-1.1544105741725874,0,0,0,0,-0.639948483845275,0,0,0,0,4.311949803966483,0,3.719689079007632,0,-1.8452777451333593,-1.4455903988876404,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,0.8244954358570171,0,0,0,0,-0.1653994197906982,-0.24900702464998534,-0.4661925946294629,0,-0.570429219405936,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,1.491829763784706,0,-0.1516606238307416,0,-0.33150521880414247,0,0.2052153817695422,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.4373825144472288,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,-0.6985300430468265,1.570901593930641
9,0,0,0,0.2881163760636244,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.11682569038189204,0,-0.456674183089474,-0.3318827997907249,0,0,1.9883722357737592,-1.1544105741725874,0,0,0,0,-0.639948483845275,0,0,0,0,4.311949803966483,0,3.719689079007632,0,-1.8452777451333593,-1.4455903988876404,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,0.8244954358570171,0,0,0,0,-0.1653994197906982,-0.24900702464998534,-0.4661925946294629,0,-0.570429219405936,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,1.491829763784706,0,-0.1516606238307416,0,-0.33150521880414247,0,-0.49607150172643777,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.4373825144472288,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,-0.6985300430468265,1.570901593930641
9,0,0,0,0.2881163760636244,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.11682569038189204,0,-0.456674183089474,-0.3318827997907249,0,0,1.9883722357737592,-1.1544105741725874,0,0,0,0,-0.639948483845275,0,0,0,0,4.311949803966483,0,3.719689079007632,0,-1.9513554434429807,-0.7029763497926051,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,0.8244954358570171,0,0,0,0,-0.1653994197906982,-0.24900702464998534,-0.4661925946294629,0,-0.570429219405936,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,1.491829763784706,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.4373825144472288,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,-0.6985300430468265,1.570901593930641
9,0,0,0,0.2881163760636244,0,-0.2075846598313568,-0.14113732344237337,0,-0.3562799930086949,-0.7821209881815623,0,-0.2606662467194402,0,-0.23190540909339866,-0.41901486423244044,-0.20125851418802232,0,-0.35714142278617567,-0.43276536110464303,0,0,-0.2746865961231321,-0.3542686769704429,0,0,0,0.11682569038189204,0,-0.456674183089474,-0.3318827997907249,0,0,1.9883722357737592,-1.1544105741725874,0,0,0,0,-0.639948483845275,0,0,0,0,4.311949803966483,0,0.5198673725613266,0,-2.057433141752602,0.03963769930243009,0,-0.2836981014199736,0,0,-1.4290826636946288,-0.18687010893513137,0,0,0,0,0.8244954358570171,0,0,0,0,-0.1653994197906982,-0.24900702464998534,-0.4661925946294629,0,-1.3407791966720333,0,0,-0.6129837757991204,-0.2276179408315013,-0.4186334196322251,-0.4101655843475541,0,-0.14944685041816724,0,0,1.491829763784706,0,-0.1516606238307416,0,-0.33150521880414247,0,-1.1973583852224177,0,-0.14799644491051853,0,-0.7923892712853685,-0.6637133390897036,0,0,0,0,0,1.4373825144472288,0,0,-0.3681255162545997,0,0,0,0,-0.33764926357192176,0,0,0,0,0,-0.49207157969129595,0,-0.30481112676818245,-0.5879515559195675,0,-0.4844066699219268,0,0,0,-0.05370293419984903,-0.0958509119667284,0,-0.6985300430468265,1.570901593930641
